node_id,row_id,label,name,properties
130,019a953a-f096-7453-9b1b-1ad2f9d86ea6,Person,Nguyễn Quang Hải,"{""name"": ""Nguyễn Quang Hải"", ""job"": ""Tiền vệ"", ""action"": ""Chuyển khoản 100 triệu đồng ủng hộ đồng bào vùng lũ""}"
131,019a953a-f096-7453-9b1b-1ad2f9d86ea6,Person,Chu Thanh Huyền,"{""name"": ""Chu Thanh Huyền"", ""role"": ""Vợ của Nguyễn Quang Hải"", ""action"": ""Chuyển khoản 100 triệu đồng ủng hộ đồng bào vùng lũ, chia sẻ trên trang cá nhân""}"
132,019a953a-f096-7453-9b1b-1ad2f9d86ea6,Organization,Ủy ban Mặt trận Tổ quốc Việt Nam – Ban cứu trợ Trung ương,"{""name"": ""Ủy ban Mặt trận Tổ quốc Việt Nam – Ban cứu trợ Trung ương"", ""profession"": ""Tổ chức cứu trợ"", ""addresss"": ""Không rõ""}"
133,019a953a-f096-7453-9b1b-1ad2f9d86ea6,Event,Bão số 10 Bualoi,"{""name"": ""Bão số 10 Bualoi"", ""summary"": ""Bão gây thiệt hại nặng nề tại miền Trung, miền Bắc""}"
134,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Person,,{}
135,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Organization,Báo Điện tử VOV,"{""name"": ""Báo Điện tử VOV"", ""profession"": ""Báo chí""}"
136,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Organization,Economic Times,"{""name"": ""Economic Times"", ""profession"": ""Báo chí""}"
137,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Organization,Báo Người Đưa tin,"{""name"": ""Báo Người Đưa tin"", ""profession"": ""Báo chí""}"
138,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Organization,Medical News Today,"{""name"": ""Medical News Today"", ""profession"": ""Báo chí y tế""}"
139,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Event,Tác dụng của đậu đen,"{""name"": ""Tác dụng của đậu đen"", ""summary"": ""Bảo vệ thận nhờ chống oxy hóa""}"
140,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Event,Tác dụng của cải xoăn,"{""name"": ""Tác dụng của cải xoăn"", ""summary"": ""Bảo vệ thận bằng chất chống oxy hóa""}"
141,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Event,Tác dụng của quả mọng,"{""name"": ""Tác dụng của quả mọng"", ""summary"": ""Chống oxy hóa, bảo vệ tế bào""}"
142,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Event,Tác dụng của táo,"{""name"": ""Tác dụng của táo"", ""summary"": ""Giảm nguy cơ tổn thương thận""}"
143,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Event,Tác dụng của khoai lang,"{""name"": ""Tác dụng của khoai lang"", ""summary"": ""Hỗ trợ chức năng thận""}"
144,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Event,Tác dụng của tỏi,"{""name"": ""Tác dụng của tỏi"", ""summary"": ""Chống nhiễm trùng, lợi tiểu""}"
145,019a953a-fc77-7fe2-bc75-3f539ede3c8a,Event,Tác dụng của hành tây,"{""name"": ""Tác dụng của hành tây"", ""summary"": ""Chống viêm, lợi tiểu nhẹ""}"
146,019a953b-a24d-7d10-bb28-2d6757cf506c,Person,Nhà phân tích quân sự,"{""name"": ""Nhà phân tích quân sự""}"
147,019a953b-a24d-7d10-bb28-2d6757cf506c,Organization,Tập đoàn máy bay Thẩm Dương (SAC),"{""name"": ""Tập đoàn máy bay Thẩm Dương (SAC)"", ""addresss"": ""Tỉnh Liêu Ninh, Trung Quốc"", ""profession"": ""Phát triển máy bay quân sự""}"
148,019a953b-a24d-7d10-bb28-2d6757cf506c,Event,Thử nghiệm J-50,"{""name"": ""Thử nghiệm J-50"", ""summary"": ""Chuyến bay cơ động thấp, càng hạ cánh mở""}"
149,019a953b-a24d-7d10-bb28-2d6757cf506c,Event,Công bố hình ảnh J-50,"{""name"": ""Công bố hình ảnh J-50"", ""summary"": ""Hình ảnh thử nghiệm lăn bánh, bay thấp""}"
150,019a953b-a24d-7d10-bb28-2d6757cf506c,Event,Phát triển J-50 bắt đầu,"{""name"": ""Phát triển J-50 bắt đầu"", ""summary"": ""Từ năm 2018""}"
151,019a953b-a24d-7d10-bb28-2d6757cf506c,Organization,Army Recognition,"{""name"": ""Army Recognition"", ""profession"": ""Trang tin quân sự""}"
152,019a953b-a24d-7d10-bb28-2d6757cf506c,Organization,Chương trình NGAD,"{""name"": ""Chương trình NGAD"", ""profession"": ""Chương trình chiến đấu không gian thế hệ tiếp theo (Mỹ)""}"
153,019a953b-a24d-7d10-bb28-2d6757cf506c,Organization,Hệ thống FCAS,"{""name"": ""Hệ thống FCAS"", ""profession"": ""Hệ thống không quân chiến đấu tương lai (Châu Âu)""}"
154,019a953b-a24d-7d10-bb28-2d6757cf506c,Person,Nhà phân tích,"{""name"": ""Nhà phân tích""}"
155,019a953b-25d0-7572-b1fc-852e0e07a604,Person,Tóc Tiên,"{""name"": ""Tóc Tiên"", ""role"": ""Ca sĩ"", ""job"": ""Nghệ sĩ"", ""position"": ""Vợ của Hoàng Touliver"", ""action"": ""Đăng ảnh ăn uống một mình, dọn ra căn hộ riêng""}"
156,019a953b-25d0-7572-b1fc-852e0e07a604,Person,Hoàng Touliver,"{""name"": ""Hoàng Touliver"", ""role"": ""Nhà sản xuất âm nhạc"", ""job"": ""Phù thủy âm nhạc"", ""position"": ""Chồng của Tóc Tiên"", ""action"": ""Đăng ảnh ăn uống một mình, check-in biệt thự, làm việc trong phòng thu""}"
157,019a953b-25d0-7572-b1fc-852e0e07a604,Organization,Hòa âm ánh sáng,"{""name"": ""Hòa âm ánh sáng"", ""profession"": ""Chương trình truyền hình""}"
158,019a953b-25d0-7572-b1fc-852e0e07a604,Event,Rạn nứt tình cảm Tóc Tiên - Touliver,"{""name"": ""Rạn nứt tình cảm Tóc Tiên - Touliver"", ""summary"": ""Cặp đôi ít xuất hiện chung, thay đổi động thái mạng xã hội""}"
159,019a953b-30d0-7e71-8f23-cb086ced5fad,Person,P.H.H.,"{""name"": ""P.H.H."", ""age"": 7, ""role"": ""Học sinh"", ""job"": ""Học sinh lớp tiểu học"", ""position"": ""Học sinh Trường Tiểu học Nghi Thu"", ""date_of_birth"": ""Không có thông tin"", ""ranking"": ""Không có thông tin"", ""action"": ""Tử vong do ngạt khí từ máy phát điện""}"
160,019a953b-30d0-7e71-8f23-cb086ced5fad,Person,P.M.H.,"{""name"": ""P.M.H."", ""age"": 34, ""role"": ""Bố"", ""job"": ""Người thân"", ""position"": ""Cha của P.H.H."", ""date_of_birth"": ""Không có thông tin"", ""ranking"": ""Không có thông tin"", ""action"": ""Tử vong do ngạt khí từ máy phát điện""}"
161,019a953b-30d0-7e71-8f23-cb086ced5fad,Person,Cô giáo chủ nhiệm,"{""name"": ""Cô giáo chủ nhiệm"", ""role"": ""Giáo viên"", ""job"": ""Giáo viên chủ nhiệm lớp P.H.H."", ""position"": ""Giáo viên Trường Tiểu học Nghi Thu"", ""action"": ""Chia sẻ về học sinh P.H.H., tham gia tiễn đưa""}"
162,019a953b-30d0-7e71-8f23-cb086ced5fad,Organization,Trường Tiểu học Nghi Thu,"{""name"": ""Trường Tiểu học Nghi Thu"", ""addresss"": ""Phường Cửa Lò, Nghệ An"", ""profession"": ""Cơ sở giáo dục tiểu học""}"
163,019a953b-30d0-7e71-8f23-cb086ced5fad,Event,Lễ tiễn đưa học sinh P.H.H.,"{""name"": ""Lễ tiễn đưa học sinh P.H.H."", ""summary"": ""Tiễn biệt học sinh tử vong do ngạt khí""}"
164,019a953b-30d0-7e71-8f23-cb086ced5fad,Event,Vụ việc ngạt khí tại nhà ông P.M.H.,"{""name"": ""Vụ việc ngạt khí tại nhà ông P.M.H."", ""summary"": ""Hai bố con tử vong do máy phát điện""}"
165,019a953b-3a05-7510-9e14-88bc7ff25084,Organization,Energy.gov,"{""name"": ""Energy.gov"", ""profession"": ""Cơ quan năng lượng Hoa Kỳ""}"
166,019a953b-3a05-7510-9e14-88bc7ff25084,Organization,Bộ Năng lượng Mỹ,"{""name"": ""Bộ Năng lượng Mỹ"", ""profession"": ""Cơ quan quản lý năng lượng quốc gia""}"
167,019a953b-3a05-7510-9e14-88bc7ff25084,Organization,Đại học bang Colorado,"{""name"": ""Đại học bang Colorado"", ""profession"": ""Trường đại học nghiên cứu""}"
168,019a953b-3a05-7510-9e14-88bc7ff25084,Organization,Hội đồng Bảo vệ Tài nguyên Thiên nhiên (NRDC),"{""name"": ""Hội đồng Bảo vệ Tài nguyên Thiên nhiên (NRDC)"", ""profession"": ""Tổ chức bảo vệ môi trường""}"
169,019a953b-3a05-7510-9e14-88bc7ff25084,Event,Tiết kiệm điện năng chờ,"{""name"": ""Tiết kiệm điện năng chờ"", ""summary"": ""Giảm tiêu thụ điện khi thiết bị tắt""}"
170,019a953b-3a05-7510-9e14-88bc7ff25084,Event,Thay thế bóng đèn sợi đốt,"{""name"": ""Thay thế bóng đèn sợi đốt"", ""summary"": ""Chuyển sang đèn LED tiết kiệm""}"
171,019a953b-3a05-7510-9e14-88bc7ff25084,Person,Người tiêu dùng,"{""name"": ""Người tiêu dùng"", ""role"": ""Người sử dụng thiết bị gia đình""}"
172,019a953b-3edb-71d1-b88f-4dcb038e648d,Person,Lily Chen,"{""name"": ""Lily Chen"", ""date_of_birth"": ""1995"", ""role"": ""Ca sĩ, Người mẫu, MC, Diễn viên, Chủ doanh nghiệp"", ""job"": ""Giám đốc công ty bất động sản"", ""position"": ""Á quân Tình bolero 2019"", ""action"": ""Tham gia Miss Grand Vietnam 2025""}"
173,019a953b-3edb-71d1-b88f-4dcb038e648d,Organization,Đài truyền hình Tây Ninh,"{""name"": ""Đài truyền hình Tây Ninh"", ""profession"": ""Truyền hình""}"
174,019a953b-3edb-71d1-b88f-4dcb038e648d,Event,Tình bolero 2019,"{""name"": ""Tình bolero 2019"", ""summary"": ""Á quân Tình bolero 2019""}"
175,019a953b-3edb-71d1-b88f-4dcb038e648d,Event,Miss Grand Vietnam 2025,"{""name"": ""Miss Grand Vietnam 2025"", ""summary"": ""Tham gia hoa hậu 2025""}"
176,019a953b-3edb-71d1-b88f-4dcb038e648d,Organization,Trường Nguyễn Tất Thành,"{""name"": ""Trường Nguyễn Tất Thành"", ""profession"": ""Giáo dục""}"
177,019a953b-3edb-71d1-b88f-4dcb038e648d,Organization,Xí nghiệp bánh tráng Trảng Bàng,"{""name"": ""Xí nghiệp bánh tráng Trảng Bàng"", ""profession"": ""Sản xuất""}"
178,019a953b-467b-7302-abaa-cdf3531ac7d5,Person,Lạc Lạc,"{""name"": ""Lạc Lạc"", ""age"": 8, ""country"": ""Trung Quốc"", ""role"": ""học sinh tiểu học"", ""action"": ""giả đau bụng để thu hút sự chú ý""}"
179,019a953b-467b-7302-abaa-cdf3531ac7d5,Person,người cha,"{""name"": ""người cha"", ""role"": ""phụ huynh"", ""action"": ""lo lắng, tìm kiểm tra sức khỏe cho con, nhận ra con cần tình cảm gia đình""}"
180,019a953b-467b-7302-abaa-cdf3531ac7d5,Person,giáo viên chủ nhiệm,"{""name"": ""giáo viên chủ nhiệm"", ""role"": ""giáo viên"", ""action"": ""phát hiện và chia sẻ về tình trạng tâm lý của Lạc Lạc""}"
181,019a953b-467b-7302-abaa-cdf3531ac7d5,Organization,trường tiểu học,"{""name"": ""trường tiểu học"", ""profession"": ""giáo dục tiểu học""}"
182,019a953b-467b-7302-abaa-cdf3531ac7d5,Event,Lạc Lạc giả đau bụng,"{""name"": ""Lạc Lạc giả đau bụng"", ""summary"": ""cầu cứu tình cảm từ gia đình""}"
183,019a953b-467b-7302-abaa-cdf3531ac7d5,Organization,Sohu,"{""name"": ""Sohu"", ""profession"": ""nguồn thông tin, truyền thông""}"
184,019a953b-5166-7183-91d3-b48f96b75476,Organization,Trung tâm Dự báo Khí tượng Thủy văn Quốc gia,"{""name"": ""Trung tâm Dự báo Khí tượng Thủy văn Quốc gia""}"
185,019a953b-5166-7183-91d3-b48f96b75476,Event,Mưa rào và dông,"{""name"": ""Mưa rào và dông"", ""summary"": ""Mưa rào dông rải rác, cục bộ mưa to""}"
186,019a953b-5166-7183-91d3-b48f96b75476,Event,"Lũ quét, sạt lở đất","{""name"": ""Lũ quét, sạt lở đất"", ""summary"": ""Nguy cơ lũ quét, sạt lở đất""}"
187,019a953b-62da-7f92-8cce-6ec8bc1e76aa,Person,Hà Xuyên,"{""name"": ""Hà Xuyên"", ""role"": ""bà mẹ hai con"", ""addresss"": ""phường Diên Hồng, Gia Lai""}"
188,019a953b-62da-7f92-8cce-6ec8bc1e76aa,Person,Lưu Hồng Ngọc Phương,"{""name"": ""Lưu Hồng Ngọc Phương"", ""job"": ""Bác sĩ CKI"", ""position"": ""Phòng Khám vệ tinh, Bệnh viện Nhân dân Gia Định, TP.HCM""}"
189,019a953b-62da-7f92-8cce-6ec8bc1e76aa,Organization,Bệnh viện Nhân dân Gia Định,"{""name"": ""Bệnh viện Nhân dân Gia Định"", ""addresss"": ""TP.HCM"", ""profession"": ""Bệnh viện đa khoa""}"
190,019a953b-62da-7f92-8cce-6ec8bc1e76aa,Organization,Đài Truyền hình Việt Nam,"{""name"": ""Đài Truyền hình Việt Nam"", ""profession"": ""Đài truyền hình quốc gia""}"
191,019a953b-62da-7f92-8cce-6ec8bc1e76aa,Event,Chương trình Alo Doctor,"{""name"": ""Chương trình Alo Doctor"", ""summary"": ""Phát sóng trên VTV9""}"
192,019a953b-6b88-72f2-a332-40e95aecbc27,Person,Lý Nhã Kỳ,"{""name"": ""Lý Nhã Kỳ"", ""role"": ""Diễn viên"", ""job"": ""Ca sĩ, Người mẫu"", ""position"": ""Nữ chính phim Chị Ngã Em Nâng"", ""action"": ""Tham gia buổi ra mắt phim, biểu diễn trên sàn catwalk""}"
193,019a953b-6b88-72f2-a332-40e95aecbc27,Person,Quốc Trường,"{""name"": ""Quốc Trường"", ""role"": ""Diễn viên"", ""job"": ""Diễn viên chính phim Chị Ngã Em Nâng""}"
194,019a953b-6b88-72f2-a332-40e95aecbc27,Organization,Nhà Thiết Kế Linh San,"{""name"": ""Nhà Thiết Kế Linh San"", ""profession"": ""Thiết kế thời trang""}"
195,019a953b-6b88-72f2-a332-40e95aecbc27,Event,Buổi ra mắt phim Chị Ngã Em Nâng,"{""name"": ""Buổi ra mắt phim Chị Ngã Em Nâng"", ""summary"": ""Ra mắt phim Chị Ngã Em Nâng""}"
196,019a953b-6b88-72f2-a332-40e95aecbc27,Event,Sàn diễn thời trang NTK Linh San,"{""name"": ""Sàn diễn thời trang NTK Linh San"", ""summary"": ""Show diễn thời trang Linh San""}"
197,019a953b-7676-7cb0-bbcc-dc9f85c85c2d,Person,Nhật Lê,"{""name"": ""Nhật Lê"", ""role"": ""Hot girl"", ""job"": ""Người nổi tiếng"", ""position"": ""Cựu người yêu tiền vệ ĐT Việt Nam"", ""action"": ""Check-in, chụp ảnh cùng vận động viên quốc tế""}"
198,019a953b-7676-7cb0-bbcc-dc9f85c85c2d,Person,Ben Johns,"{""name"": ""Ben Johns"", ""role"": ""Vận động viên pickleball"", ""job"": ""Tay vợt"", ""position"": ""Số 1 thế giới"", ""action"": ""Tham gia giải PPA Tour Vietnam Cup 2025""}"
199,019a953b-7676-7cb0-bbcc-dc9f85c85c2d,Person,Tyson McGuffin,"{""name"": ""Tyson McGuffin"", ""role"": ""Vận động viên pickleball"", ""job"": ""Tay vợt"", ""position"": ""Ngôi sao quốc tế"", ""action"": ""Tham gia giải PPA Tour Vietnam Cup 2025, bắt tay Nhật Lê""}"
200,019a953b-7676-7cb0-bbcc-dc9f85c85c2d,Event,PPA Tour Vietnam Cup 2025,"{""name"": ""PPA Tour Vietnam Cup 2025"", ""summary"": ""Giải pickleball quốc tế tại Đà Nẵng""}"
201,019a953b-7676-7cb0-bbcc-dc9f85c85c2d,Organization,PPA Tour,"{""name"": ""PPA Tour"", ""profession"": ""Liên đoàn pickleball quốc tế""}"
202,019a957c-2edb-7d73-af38-d080d6dc7ea1,Person,Đoàn Di Băng,"{""name"": ""Đoàn Di Băng"", ""real_name"": ""Phạm Thị Thanh Thúy"", ""date_of_birth"": ""1990"", ""role"": ""Nữ đại gia, người nổi tiếng mạng xã hội, doanh nhân"", ""job"": ""Kinh doanh online, chủ thương hiệu làm đẹp"", ""position"": ""Vợ Nguyễn Quốc Vũ"", ""action"": ""Bị nghi mang thai lần 4, im ắng trên MXH, bị mạo danh""}"
203,019a957c-2edb-7d73-af38-d080d6dc7ea1,Person,Nguyễn Quốc Vũ,"{""name"": ""Nguyễn Quốc Vũ"", ""role"": ""Chồng Đoàn Di Băng, doanh nhân"", ""job"": ""Chủ công ty kinh doanh sản phẩm làm đẹp"", ""position"": ""Vợ chồng Đoàn Di Băng"", ""action"": ""Bị phát hiện vi phạm pháp luật, sản xuất buôn bán hàng giả""}"
204,019a957c-2edb-7d73-af38-d080d6dc7ea1,Organization,Công ty Nguyễn Quốc Vũ,"{""name"": ""Công ty Nguyễn Quốc Vũ"", ""profession"": ""Kinh doanh sản phẩm làm đẹp, sản xuất, buôn bán hàng giả"", ""addresss"": ""TP. HCM""}"
205,019a957c-2edb-7d73-af38-d080d6dc7ea1,Event,Đoàn Di Băng sinh con,"{""name"": ""Đoàn Di Băng sinh con"", ""summary"": ""Nghi vấn sinh con thứ 4""}"
206,019a957c-2edb-7d73-af38-d080d6dc7ea1,Event,Bị mạo danh,"{""name"": ""Bị mạo danh"", ""summary"": ""Bị mạo danh trên MXH""}"
207,019a957c-2edb-7d73-af38-d080d6dc7ea1,Event,Sản xuất buôn bán hàng giả,"{""name"": ""Sản xuất buôn bán hàng giả"", ""summary"": ""Vụ án hình sự liên quan""}"
208,019a953b-8a3e-7171-ab8d-0fd514a70bfc,Person,Donald Trump,"{""name"": ""Donald Trump"", ""role"": ""Tổng thống Hoa Kỳ"", ""job"": ""Lãnh đạo chính phủ Hoa Kỳ"", ""action"": ""Phát biểu về kế hoạch sa thải nhân viên liên bang nếu ngân sách bị cắt giảm""}"
209,019a953b-8a3e-7171-ab8d-0fd514a70bfc,Organization,Đại sứ quán Hoa Kỳ tại Hà Nội,"{""name"": ""Đại sứ quán Hoa Kỳ tại Hà Nội"", ""addresss"": ""Hà Nội, Việt Nam"", ""profession"": ""Đại sứ quán ngoại giao""}"
210,019a953b-8a3e-7171-ab8d-0fd514a70bfc,Organization,Trung tâm Hoa Kỳ tại Hà Nội,"{""name"": ""Trung tâm Hoa Kỳ tại Hà Nội"", ""addresss"": ""Hà Nội, Việt Nam"", ""profession"": ""Cơ sở hỗ trợ công dân Hoa Kỳ""}"
211,019a953b-8a3e-7171-ab8d-0fd514a70bfc,Organization,Trung tâm Hoa Kỳ tại TP.HCM,"{""name"": ""Trung tâm Hoa Kỳ tại TP.HCM"", ""addresss"": ""TP.HCM, Việt Nam"", ""profession"": ""Cơ sở hỗ trợ công dân Hoa Kỳ""}"
212,019a953b-8a3e-7171-ab8d-0fd514a70bfc,Event,Đóng cửa chính phủ Hoa Kỳ,"{""name"": ""Đóng cửa chính phủ Hoa Kỳ"", ""summary"": ""Gián đoạn ngân sách, đóng cửa dịch vụ""}"
213,019a953b-8a3e-7171-ab8d-0fd514a70bfc,Organization,Quốc hội Hoa Kỳ,"{""name"": ""Quốc hội Hoa Kỳ"", ""profession"": ""Cơ quan lập pháp""}"
214,019a953b-8a3e-7171-ab8d-0fd514a70bfc,Organization,Đảng Cộng hòa,"{""name"": ""Đảng Cộng hòa"", ""profession"": ""Đảng chính trị""}"
215,019a953b-8a3e-7171-ab8d-0fd514a70bfc,Organization,Đảng Dân chủ,"{""name"": ""Đảng Dân chủ"", ""profession"": ""Đảng chính trị""}"
216,019a953b-93e4-7aa3-a77c-502a28e61032,Person,Vũ Thành Vinh,"{""name"": ""Vũ Thành Vinh"", ""role"": ""Đạo diễn"", ""job"": ""Đạo diễn – NSƯT""}"
217,019a953b-93e4-7aa3-a77c-502a28e61032,Person,Lê Khánh,"{""name"": ""Lê Khánh"", ""role"": ""Diễn viên"", ""job"": ""Diễn viên chính""}"
218,019a953b-93e4-7aa3-a77c-502a28e61032,Person,Thuận Nguyễn,"{""name"": ""Thuận Nguyễn"", ""role"": ""Diễn viên"", ""job"": ""Diễn viên chính""}"
219,019a953b-93e4-7aa3-a77c-502a28e61032,Person,Quốc Trường,"{""name"": ""Quốc Trường"", ""role"": ""Diễn viên"", ""job"": ""Diễn viên chính""}"
220,019a953b-93e4-7aa3-a77c-502a28e61032,Person,Uyển Ân,"{""name"": ""Uyển Ân"", ""role"": ""Diễn viên"", ""job"": ""Diễn viên chính"", ""date_of_birth"": ""26 tuổi"", ""action"": ""Chia sẻ về cảnh quay nhạy cảm""}"
221,019a953b-93e4-7aa3-a77c-502a28e61032,Person,Trấn Thành,"{""name"": ""Trấn Thành"", ""role"": ""MC, diễn viên"", ""job"": ""Nam MC đình đám"", ""action"": ""Gửi lời chúc mừng qua mạng xã hội""}"
222,019a953b-93e4-7aa3-a77c-502a28e61032,Organization,Đạo diễn – NSƯT Vũ Thành Vinh,"{""name"": ""Đạo diễn – NSƯT Vũ Thành Vinh"", ""profession"": ""Đạo diễn phim""}"
223,019a953b-93e4-7aa3-a77c-502a28e61032,Event,Buổi chiếu ra mắt phim Chị ngã em nâng,"{""name"": ""Buổi chiếu ra mắt phim Chị ngã em nâng"", ""summary"": ""Chiếu phim và giao lưu báo chí""}"
224,019a953b-93e4-7aa3-a77c-502a28e61032,Event,Khởi chiếu phim Chị ngã em nâng,"{""name"": ""Khởi chiếu phim Chị ngã em nâng"", ""summary"": ""Khởi chiếu từ 3/10""}"
225,019a953b-9ebd-7fd0-a40a-c30634a36bf0,Person,Hòa Minzy,"{""name"": ""Hòa Minzy"", ""role"": ""Ca sĩ"", ""job"": ""Nghệ sĩ âm nhạc"", ""position"": ""Nghệ sĩ chính trong MV Nỗi Đau Giữa Hòa Bình"", ""action"": ""Chủ động nhắn tin đề nghị nhạc sĩ Nguyễn Văn Chung sáng tác ca khúc về chủ đề Mẹ Việt Nam Anh Hùng""}"
226,019a953b-9ebd-7fd0-a40a-c30634a36bf0,Person,Nguyễn Văn Chung,"{""name"": ""Nguyễn Văn Chung"", ""profession"": ""Nhạc sĩ"", ""job"": ""Sáng tác nhạc phim"", ""action"": ""Sáng tác ca khúc Nỗi Đau Giữa Hòa Bình cho phim Mưa Đỏ, hợp tác với Hòa Minzy""}"
227,019a953b-9ebd-7fd0-a40a-c30634a36bf0,Event,Cơ duyên hợp tác Hòa Minzy - Nguyễn Văn Chung,"{""name"": ""Cơ duyên hợp tác Hòa Minzy - Nguyễn Văn Chung"", ""summary"": ""Hợp tác tình cờ qua phim Mưa Đỏ""}"
228,019a953b-9ebd-7fd0-a40a-c30634a36bf0,Organization,Nhà sản xuất phim Mưa Đỏ,"{""name"": ""Nhà sản xuất phim Mưa Đỏ"", ""profession"": ""Sản xuất phim điện ảnh""}"
229,019a953b-9ebd-7fd0-a40a-c30634a36bf0,Event,Ra mắt MV Nỗi Đau Giữa Hòa Bình,"{""name"": ""Ra mắt MV Nỗi Đau Giữa Hòa Bình"", ""summary"": ""MV đạt 25 triệu lượt xem""}"
230,019a953b-9ebd-7fd0-a40a-c30634a36bf0,Event,Đại lễ A80,"{""name"": ""Đại lễ A80"", ""summary"": ""Thời điểm ra mắt ca khúc""}"
231,019a953b-abab-75e2-b4be-34d302e62a6b,Person,Nguyễn Thị Dung,"{""name"": ""Nguyễn Thị Dung"", ""role"": ""Giám đốc, người đại diện theo pháp luật"", ""job"": ""Lừa đảo chiếm đoạt tài sản"", ""date_of_birth"": ""44 tuổi"", ""ranking"": ""Á hậu 2 Cuộc thi Hoa hậu Quý bà Việt Nam toàn cầu 2022"", ""action"": ""Lừa đảo chiếm đoạt tài sản""}"
232,019a953b-abab-75e2-b4be-34d302e62a6b,Person,N.T.B.P.,"{""name"": ""N.T.B.P."", ""role"": ""Nhân viên văn phòng kiêm thủ quỹ"", ""action"": ""Bị lừa chuyển tiền""}"
233,019a953b-abab-75e2-b4be-34d302e62a6b,Person,N.T.D.,"{""name"": ""N.T.D."", ""role"": ""Bị hại"", ""action"": ""Bị lừa chuyển tiền""}"
234,019a953b-abab-75e2-b4be-34d302e62a6b,Organization,Công ty TNHH Tập đoàn Tài chính và Bất động sản HD,"{""name"": ""Công ty TNHH Tập đoàn Tài chính và Bất động sản HD"", ""addresss"": ""phường Lê Thanh Nghị, TP Hải Phòng"", ""profession"": ""Tài chính và Bất động sản""}"
235,019a953b-abab-75e2-b4be-34d302e62a6b,Organization,Công ty TNR Stars Chí Linh,"{""name"": ""Công ty TNR Stars Chí Linh"", ""profession"": ""Chủ đầu tư dự án Trung tâm Thương mại và chợ Cộng Hòa""}"
236,019a953b-abab-75e2-b4be-34d302e62a6b,Event,Tuyên án Nguyễn Thị Dung,"{""name"": ""Tuyên án Nguyễn Thị Dung"", ""summary"": ""Lừa đảo chiếm đoạt tài sản""}"
237,019a953b-abab-75e2-b4be-34d302e62a6b,Event,Lừa đảo chiếm đoạt tài sản,"{""name"": ""Lừa đảo chiếm đoạt tài sản"", ""summary"": ""Lừa tiền mua đất""}"
238,019a953b-c1b0-7ef1-a83a-1777eaa682fc,Person,Nguyễn Thị Ánh Viên,"{""name"": ""Nguyễn Thị Ánh Viên"", ""role"": ""Vận động viên bơi lội, Trung tá quân nhân chuyên nghiệp"", ""job"": ""Vận động viên thể thao, Người truyền cảm hứng, Đại sứ phòng chống đuối nước"", ""position"": ""Trung tá quân nhân chuyên nghiệp trẻ nhất Việt Nam"", ""ranking"": ""VĐV nữ xuất sắc nhất SEA Games 2019"", ""action"": ""Được phong quân hàm Trung tá, tham gia tuyên truyền phòng chống đuối nước, hướng dẫn bơi lội""}"
239,019a953b-c1b0-7ef1-a83a-1777eaa682fc,Organization,Nhà nước Việt Nam,"{""name"": ""Nhà nước Việt Nam"", ""profession"": ""Tổ chức trao tặng huân chương""}"
240,019a953b-c1b0-7ef1-a83a-1777eaa682fc,Event,SEA Games,"{""name"": ""SEA Games"", ""summary"": ""Vô địch, phá kỷ lục""}"
241,019a953b-c1b0-7ef1-a83a-1777eaa682fc,Event,Olympic trẻ 2014,"{""name"": ""Olympic trẻ 2014"", ""summary"": ""HCV tại Nam Kinh""}"
242,019a953b-c1b0-7ef1-a83a-1777eaa682fc,Event,FINA World Cup 2015,"{""name"": ""FINA World Cup 2015"", ""summary"": ""2 HCB, 1 HCĐ""}"
243,019a953b-c1b0-7ef1-a83a-1777eaa682fc,Event,ASIAD 2014,"{""name"": ""ASIAD 2014"", ""summary"": ""2 HCB tại Incheon""}"
244,019a953b-c1b0-7ef1-a83a-1777eaa682fc,Event,TikTok trend,"{""name"": ""TikTok trend"", ""summary"": ""Khoe quân hàm Trung tá""}"
245,019a953b-cc18-74d3-b385-db58040eeb6f,Event,Mưa lớn và ngập úng tại Hà Nội ngày 1/10,"{""name"": ""Mưa lớn và ngập úng tại Hà Nội ngày 1/10"", ""tóm tắt nội dung"": ""Mưa vừa đến to, ngập nhiều tuyến phố""}"
246,019a953b-cc18-74d3-b385-db58040eeb6f,Event,Trận lụt lịch sử năm 2008,"{""name"": ""Trận lụt lịch sử năm 2008"", ""tóm tắt nội dung"": ""Lượng mưa lịch sử, ngập nặng""}"
247,019a953b-cc18-74d3-b385-db58040eeb6f,Organization,Đài khí tượng thủy văn Bắc Bộ,"{""name"": ""Đài khí tượng thủy văn Bắc Bộ"", ""profession"": ""Cơ quan dự báo khí tượng""}"
